207.46.13.187 - - [15/Nov/2018:12:01:36 +0100] "GET /index.php?option=com_content&task=view&id=41&Itemid=99 HTTP/1.1" 301 372
216.244.66.248 - - [15/Nov/2018:12:06:21 +0100] "GET /robots.txt HTTP/1.1" 301 324
216.244.66.248 - - [15/Nov/2018:12:06:22 +0100] "GET /robots.txt HTTP/1.1" 200 120
5.196.87.53 - - [15/Nov/2018:12:18:42 +0100] "GET / HTTP/1.1" 200 32165
216.244.66.248 - - [15/Nov/2018:12:48:46 +0100] "GET /robots.txt HTTP/1.1" 301 324
216.244.66.248 - - [15/Nov/2018:12:48:47 +0100] "GET /robots.txt HTTP/1.1" 200 120
162.210.196.129 - - [15/Nov/2018:12:53:51 +0100] "GET /robots.txt HTTP/1.1" 301 324
162.210.196.129 - - [15/Nov/2018:12:53:52 +0100] "GET /robots.txt HTTP/1.1" 200 120
162.210.196.129 - - [15/Nov/2018:12:53:54 +0100] "GET / HTTP/1.1" 301 314
162.210.196.129 - - [15/Nov/2018:12:53:56 +0100] "GET / HTTP/1.1" 200 179296
