157.55.39.217 - - [07/Jan/2019:02:07:11 +0100] "GET /index.php?option=com_content&task=view&id=33&Itemid=85 HTTP/1.1" 301 380
51.68.115.5 - - [07/Jan/2019:02:10:40 +0100] "GET /components/com_jce/jce.php HTTP/1.1" 301 332
51.68.115.5 - - [07/Jan/2019:02:10:40 +0100] "GET /components/com_jce/jce.php HTTP/1.1" 200 18763
216.244.66.248 - - [07/Jan/2019:02:17:09 +0100] "GET /robots.txt HTTP/1.1" 301 324
216.244.66.248 - - [07/Jan/2019:02:17:09 +0100] "GET /robots.txt HTTP/1.1" 301 316
216.244.66.248 - - [07/Jan/2019:02:17:11 +0100] "GET /robots.txt HTTP/1.1" 200 120
216.244.66.248 - - [07/Jan/2019:02:17:11 +0100] "GET /robots.txt HTTP/1.1" 200 120
40.77.167.130 - - [07/Jan/2019:02:50:04 +0100] "GET / HTTP/1.1" 301 314
216.244.66.248 - - [07/Jan/2019:02:53:28 +0100] "GET /var/m_0/0d/0dd/12455/7230933-G4_Event_SK_01.jpg HTTP/1.1" 200 65954
