207.46.13.14 - - [22/Jun/2018:19:00:50 +0200] "GET / HTTP/1.1" 200 6741
178.197.232.96 - - [22/Jun/2018:19:05:56 +0200] "GET / HTTP/1.1" 301 314
178.197.232.96 - - [22/Jun/2018:19:05:56 +0200] "GET / HTTP/1.1" 200 6715
178.197.232.96 - - [22/Jun/2018:19:05:58 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3511
178.197.232.96 - - [22/Jun/2018:19:05:58 +0200] "GET /css/widgets/concat_widget.min.css?v=6.9.0.3.42946 HTTP/1.1" 200 23108
178.197.232.96 - - [22/Jun/2018:19:05:58 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 847
178.197.232.96 - - [22/Jun/2018:19:05:58 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1797
178.197.232.96 - - [22/Jun/2018:19:06:00 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 1089
178.197.232.96 - - [22/Jun/2018:19:06:00 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 2085
178.197.232.96 - - [22/Jun/2018:19:06:01 +0200] "GET /var/m_0/0d/0dd/12455/143351-Header_Segelschule.jpg HTTP/1.1" 200 107532
178.197.232.96 - - [22/Jun/2018:19:06:00 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 662
178.197.232.96 - - [22/Jun/2018:19:06:02 +0200] "GET /js/footer/get_deps.min.js?v=6.9.0.3.42946 HTTP/1.1" 200 157
178.197.232.96 - - [22/Jun/2018:19:06:02 +0200] "GET /js/jquery.lazyload.min.js?v=6.9.0.3.42946 HTTP/1.1" 200 1254
178.197.232.96 - - [22/Jun/2018:19:06:02 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_b_bottom.png HTTP/1.1" 200 962
178.197.232.96 - - [22/Jun/2018:19:06:02 +0200] "GET /js/functions_stripped.js?v=6.9.0.3.42946 HTTP/1.1" 200 3186
178.197.232.96 - - [22/Jun/2018:19:06:02 +0200] "GET /js/footer/build_social_entries.min.js?v=6.9.0.3.42946 HTTP/1.1" 200 278
178.197.232.96 - - [22/Jun/2018:19:06:15 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_r_bottom.png HTTP/1.1" 200 1803
216.244.66.248 - - [22/Jun/2018:19:06:15 +0200] "GET /robots.txt HTTP/1.1" 301 324
178.197.232.96 - - [22/Jun/2018:19:06:15 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_m_bottom.png HTTP/1.1" 200 1000
216.244.66.248 - - [22/Jun/2018:19:06:16 +0200] "GET /robots.txt HTTP/1.1" 200 120
178.197.232.96 - - [22/Jun/2018:19:06:24 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/bt_open.png HTTP/1.1" 200 2044
178.197.232.96 - - [22/Jun/2018:19:06:30 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/bt_close.png HTTP/1.1" 200 2150
178.197.232.96 - - [22/Jun/2018:19:06:30 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_l_bottom.png HTTP/1.1" 200 1751
178.197.232.96 - - [22/Jun/2018:19:06:38 +0200] "GET /var/m_0/0d/0dd/12455/8987711-71_Gigathlon.jpg HTTP/1.1" 200 205714
178.197.232.96 - - [22/Jun/2018:19:06:38 +0200] "GET /vermietung HTTP/1.1" 200 5075
178.197.232.96 - - [22/Jun/2018:19:06:38 +0200] "GET /var/m_0/0d/0dd/12455/6564678-G3_SKT2015_10.jpg HTTP/1.1" 200 138460
178.197.232.96 - - [22/Jun/2018:19:06:38 +0200] "GET /var/m_0/0d/0dd/12455/8987714-66_Vorbereitung.jpg HTTP/1.1" 200 138994
178.197.232.96 - - [22/Jun/2018:19:06:40 +0200] "GET /var/m_0/0d/0dd/12455/7230972-19_Matchracing.jpg HTTP/1.1" 200 55347
178.197.232.96 - - [22/Jun/2018:19:06:43 +0200] "GET /var/m_0/0d/0dd/12455/125493-13_Kurse.JPG HTTP/1.1" 200 70517
178.197.232.96 - - [22/Jun/2018:19:06:46 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
178.197.232.96 - - [22/Jun/2018:19:06:47 +0200] "GET /var/m_0/0d/0dd/12455/7441141-37_Pedalo.jpg HTTP/1.1" 200 195132
178.197.232.96 - - [22/Jun/2018:19:06:48 +0200] "GET /var/m_0/0d/0dd/12455/125500-33_Opti.jpg HTTP/1.1" 200 104538
178.197.232.96 - - [22/Jun/2018:19:06:50 +0200] "GET /var/m_0/0d/0dd/12455/125499-32_Smartkat.JPG HTTP/1.1" 200 60966
178.197.232.96 - - [22/Jun/2018:19:07:00 +0200] "GET /var/m_0/0d/0dd/12455/125501-34_Laser.jpg HTTP/1.1" 200 52750
178.197.232.96 - - [22/Jun/2018:19:07:02 +0200] "GET /var/m_0/0d/0dd/12455/125498-31_Sprinto.JPG HTTP/1.1" 200 60889
178.197.232.96 - - [22/Jun/2018:19:07:14 +0200] "GET /templates/resellers/7/favicon.ico?v=1529246414 HTTP/1.1" 200 4286
37.9.113.206 - - [22/Jun/2018:19:14:15 +0200] "GET /robots.txt HTTP/1.1" 301 324
37.9.113.206 - - [22/Jun/2018:19:14:19 +0200] "GET / HTTP/1.1" 301 314
87.250.224.111 - - [22/Jun/2018:19:14:22 +0200] "GET /robots.txt HTTP/1.1" 200 120
37.9.113.206 - - [22/Jun/2018:19:14:29 +0200] "GET / HTTP/1.1" 200 6741
95.108.181.76 - - [22/Jun/2018:19:14:33 +0200] "GET /robots.txt HTTP/1.1" 301 316
178.154.200.46 - - [22/Jun/2018:19:14:38 +0200] "GET / HTTP/1.1" 301 306
141.8.142.141 - - [22/Jun/2018:19:14:40 +0200] "GET /robots.txt HTTP/1.1" 200 120
87.250.224.111 - - [22/Jun/2018:19:14:44 +0200] "GET / HTTP/1.1" 200 6741
77.57.134.188 - - [22/Jun/2018:19:14:57 +0200] "GET /var/m_0/0d/0dd/12455/126126-43_See.JPG HTTP/1.1" 200 86511
216.244.66.248 - - [22/Jun/2018:19:30:04 +0200] "GET /robots.txt HTTP/1.1" 301 324
216.244.66.248 - - [22/Jun/2018:19:30:05 +0200] "GET /robots.txt HTTP/1.1" 200 120
198.50.183.27 - - [22/Jun/2018:19:31:19 +0200] "GET / HTTP/1.1" 301 314
198.50.183.27 - - [22/Jun/2018:19:31:20 +0200] "GET /https://https://www.davossail.ch/https:/www.davossail.ch HTTP/1.1" 301 368
198.50.183.27 - - [22/Jun/2018:19:31:20 +0200] "GET /https://www.davossail.ch HTTP/1.1" 301 337
66.249.64.30 - - [22/Jun/2018:19:39:30 +0200] "GET /robots.txt HTTP/1.1" 301 316
66.249.64.29 - - [22/Jun/2018:19:39:31 +0200] "GET /flotte HTTP/1.1" 301 312
66.249.64.29 - - [22/Jun/2018:19:39:31 +0200] "GET /robots.txt HTTP/1.1" 200 80
66.249.64.28 - - [22/Jun/2018:19:39:32 +0200] "GET /flotte HTTP/1.1" 200 6276
66.249.64.28 - - [22/Jun/2018:19:40:56 +0200] "GET /robots.txt HTTP/1.1" 301 324
66.249.64.28 - - [22/Jun/2018:19:40:56 +0200] "GET / HTTP/1.1" 301 314
66.249.64.13 - - [22/Jun/2018:19:40:56 +0200] "GET /robots.txt HTTP/1.1" 200 80
66.249.64.12 - - [22/Jun/2018:19:40:57 +0200] "GET / HTTP/1.1" 200 6741
66.249.64.29 - - [22/Jun/2018:19:44:15 +0200] "GET /vermietung HTTP/1.1" 301 316
66.249.64.30 - - [22/Jun/2018:19:44:16 +0200] "GET /vermietung HTTP/1.1" 200 5099
178.83.157.147 - - [22/Jun/2018:19:44:24 +0200] "GET / HTTP/1.1" 200 6715
178.83.157.147 - - [22/Jun/2018:19:44:24 +0200] "GET / HTTP/1.1" 301 306
178.83.157.147 - - [22/Jun/2018:19:44:24 +0200] "GET /css/widgets/concat_widget.min.css?v=6.9.0.3.42946 HTTP/1.1" 200 23108
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 1089
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3511
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /js/functions_stripped.js?v=6.9.0.3.42946 HTTP/1.1" 200 3186
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_m_bottom.png HTTP/1.1" 200 1000
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /var/m_0/0d/0dd/12455/8883665-sp_dk.jpg HTTP/1.1" 200 48853
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /var/m_0/0d/0dd/12455/8883620-logo_homepage_bootspruefung24_big.png HTTP/1.1" 200 7633
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /js/footer/build_social_entries.min.js?v=6.9.0.3.42946 HTTP/1.1" 200 278
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_r_bottom.png HTTP/1.1" 200 1803
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /var/m_0/0d/0dd/12455/8254793-J70_Davos.w640.jpg HTTP/1.1" 200 77993
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /var/m_0/0d/0dd/12455/125494-14_Vermietung.JPG HTTP/1.1" 200 95115
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /var/m_0/0d/0dd/12455/8883668-sp_heierling.jpg HTTP/1.1" 200 21582
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 2085
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /js/footer/get_deps.min.js?v=6.9.0.3.42946 HTTP/1.1" 200 157
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_b_bottom.png HTTP/1.1" 200 962
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /var/m_0/0d/0dd/12455/8987714-66_Vorbereitung.jpg HTTP/1.1" 200 138994
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /var/m_0/0d/0dd/12455/7230972-19_Matchracing.jpg HTTP/1.1" 200 55347
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /var/m_0/0d/0dd/12455/125493-13_Kurse.JPG HTTP/1.1" 200 70517
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /var/m_0/0d/0dd/12455/8883683-sp_lemm.jpg HTTP/1.1" 200 18873
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1797
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 662
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /var/m_0/0d/0dd/12455/143351-Header_Segelschule.jpg HTTP/1.1" 200 107532
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_l_bottom.png HTTP/1.1" 200 1751
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /var/m_0/0d/0dd/12455/8987711-71_Gigathlon.jpg HTTP/1.1" 200 205714
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /var/m_0/0d/0dd/12455/125495-15_Event.JPG HTTP/1.1" 200 59088
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /var/m_0/0d/0dd/12455/8883686-sp_ewd.jpg HTTP/1.1" 200 53963
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 847
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /js/jquery.lazyload.min.js?v=6.9.0.3.42946 HTTP/1.1" 200 1254
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/bt_open.png HTTP/1.1" 200 2044
178.83.157.147 - - [22/Jun/2018:19:44:25 +0200] "GET /var/m_0/0d/0dd/12455/6564678-G3_SKT2015_10.jpg HTTP/1.1" 200 138460
178.83.157.147 - - [22/Jun/2018:19:44:43 +0200] "GET /galerie.shtml HTTP/1.1" 301 327
178.83.157.147 - - [22/Jun/2018:19:44:43 +0200] "GET /galerie.shtml HTTP/1.1" 200 4819
178.83.157.147 - - [22/Jun/2018:19:44:45 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3511
178.83.157.147 - - [22/Jun/2018:19:44:45 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 662
178.83.157.147 - - [22/Jun/2018:19:44:45 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_b_bottom.png HTTP/1.1" 200 962
