207.46.13.45 - - [22/Jul/2019:09:11:13 +0200] "GET /segel-grundkurs HTTP/1.1" 200 6382
207.46.13.143 - - [22/Jul/2019:09:15:30 +0200] "GET /var/m_0/0d/0dd/12455/9114314-G3_SKT2018_05.jpg HTTP/1.1" 200 141439
216.244.66.248 - - [22/Jul/2019:09:19:54 +0200] "GET /robots.txt HTTP/1.1" 301 617
216.244.66.248 - - [22/Jul/2019:09:19:56 +0200] "GET /robots.txt HTTP/1.1" 200 120
173.252.95.3 - - [22/Jul/2019:09:41:37 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 301 617
173.252.95.3 - - [22/Jul/2019:09:41:38 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
80.219.120.31 - - [22/Jul/2019:09:46:59 +0200] "GET / HTTP/1.1" 200 6999
80.219.120.31 - - [22/Jul/2019:09:48:43 +0200] "GET / HTTP/1.1" 200 6999
178.197.232.238 - - [22/Jul/2019:09:49:01 +0200] "GET /var/m_0/0d/0dd/12455/143351-Header_Segelschule.jpg HTTP/1.1" 200 107532
54.36.148.234 - - [22/Jul/2019:09:49:27 +0200] "GET /var/m_0/0d/0dd/12455/7230935-G4_Event_SK_03.jpg HTTP/1.1" 200 109157
207.46.13.143 - - [22/Jul/2019:09:56:37 +0200] "GET /var/m_0/0d/0dd/12455/9564485-Corsaire_0004.w1024.JPG HTTP/1.1" 200 150539
17.58.102.131 - - [22/Jul/2019:10:04:41 +0200] "GET /robots.txt HTTP/1.1" 301 617
17.58.103.18 - - [22/Jul/2019:10:04:45 +0200] "GET /kurse.shtml HTTP/1.1" 301 617
17.58.103.18 - - [22/Jul/2019:10:04:47 +0200] "GET /kurse.shtml HTTP/1.1" 200 7800
17.58.102.131 - - [22/Jul/2019:10:05:01 +0200] "GET /robots.txt HTTP/1.1" 200 120
216.244.66.248 - - [22/Jul/2019:10:05:50 +0200] "GET /robots.txt HTTP/1.1" 301 617
216.244.66.248 - - [22/Jul/2019:10:05:52 +0200] "GET /robots.txt HTTP/1.1" 200 120
207.46.13.45 - - [22/Jul/2019:10:08:50 +0200] "GET /flotte HTTP/1.1" 301 617
92.106.228.44 - - [22/Jul/2019:10:12:23 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1622
92.106.228.44 - - [22/Jul/2019:10:12:23 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 1902
92.106.228.44 - - [22/Jul/2019:10:12:23 +0200] "GET /js/bundles/front_bundle.min.js?v=7.1.44342 HTTP/1.1" 200 46180
92.106.228.44 - - [22/Jul/2019:10:12:23 +0200] "GET /var/m_0/0d/0dd/12455/9114323-G3_SKT2018_08.jpg HTTP/1.1" 200 194476
92.106.228.44 - - [22/Jul/2019:10:12:23 +0200] "GET /var/m_0/0d/0dd/12455/125495-15_Event.JPG HTTP/1.1" 200 59088
92.106.228.44 - - [22/Jul/2019:10:12:23 +0200] "GET /var/m_0/0d/0dd/12455/8883683-sp_lemm.jpg HTTP/1.1" 200 18873
92.106.228.44 - - [22/Jul/2019:10:12:23 +0200] "GET / HTTP/1.1" 301 617
92.106.228.44 - - [22/Jul/2019:10:12:23 +0200] "GET /css/widgets/concat_widget.min.css?v=7.1.44342 HTTP/1.1" 200 22418
92.106.228.44 - - [22/Jul/2019:10:12:23 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3291
92.106.228.44 - - [22/Jul/2019:10:12:23 +0200] "GET /var/m_0/0d/0dd/12455/143351-Header_Segelschule.jpg HTTP/1.1" 200 107532
92.106.228.44 - - [22/Jul/2019:10:12:24 +0200] "GET /var/m_0/0d/0dd/12455/125493-13_Kurse.JPG HTTP/1.1" 200 70517
92.106.228.44 - - [22/Jul/2019:10:12:24 +0200] "GET /var/m_0/0d/0dd/12455/8883665-sp_dk.jpg HTTP/1.1" 200 48853
92.106.228.44 - - [22/Jul/2019:10:12:24 +0200] "GET /var/m_0/0d/0dd/12455/8883686-sp_ewd.jpg HTTP/1.1" 200 53963
92.106.228.44 - - [22/Jul/2019:10:12:24 +0200] "GET /templates/resellers/7/favicon.ico?v=1562930454 HTTP/1.1" 200 4286
92.106.228.44 - - [22/Jul/2019:10:12:38 +0200] "GET /var/m_0/0d/0dd/12455/7441141-37_Pedalo.jpg HTTP/1.1" 200 195132
92.106.228.44 - - [22/Jul/2019:10:12:38 +0200] "GET /var/m_0/0d/0dd/12455/125501-34_Laser.jpg HTTP/1.1" 200 52750
92.106.228.44 - - [22/Jul/2019:10:12:38 +0200] "GET /templates/resellers/7/favicon.ico?v=1562937861 HTTP/1.1" 200 4286
92.106.228.44 - - [22/Jul/2019:10:12:38 +0200] "GET /vermietung.shtml HTTP/1.1" 301 617
92.106.228.44 - - [22/Jul/2019:10:12:38 +0200] "GET /vermietung.shtml HTTP/1.1" 200 6345
92.106.228.44 - - [22/Jul/2019:10:12:38 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
92.106.228.44 - - [22/Jul/2019:10:12:39 +0200] "GET /var/m_0/0d/0dd/12455/125500-33_Opti.jpg HTTP/1.1" 200 104538
92.106.228.44 - - [22/Jul/2019:10:12:39 +0200] "GET /var/m_0/0d/0dd/12455/125498-31_Sprinto.JPG HTTP/1.1" 200 60889
92.106.228.44 - - [22/Jul/2019:10:12:40 +0200] "GET / HTTP/1.1" 200 8208
92.106.228.44 - - [22/Jul/2019:10:12:40 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 959
92.106.228.44 - - [22/Jul/2019:10:12:40 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 733
92.106.228.44 - - [22/Jul/2019:10:12:40 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 585
92.106.228.44 - - [22/Jul/2019:10:12:40 +0200] "GET /var/m_0/0d/0dd/12455/9777011-Corsaire_Titel19_1-c20ad.jpg HTTP/1.1" 200 136419
92.106.228.44 - - [22/Jul/2019:10:12:40 +0200] "GET /var/m_0/0d/0dd/12455/9114401-g6_SSL_Davos2017_16.jpg HTTP/1.1" 200 117505
92.106.228.44 - - [22/Jul/2019:10:12:40 +0200] "GET /var/m_0/0d/0dd/12455/7230972-19_Matchracing.jpg HTTP/1.1" 200 55347
92.106.228.44 - - [22/Jul/2019:10:12:40 +0200] "GET /var/m_0/0d/0dd/12455/125494-14_Vermietung.JPG HTTP/1.1" 200 95115
92.106.228.44 - - [22/Jul/2019:10:12:40 +0200] "GET /var/m_0/0d/0dd/12455/8883668-sp_heierling.jpg HTTP/1.1" 200 21582
92.106.228.44 - - [22/Jul/2019:10:12:40 +0200] "GET /var/m_0/0d/0dd/12455/8883620-logo_homepage_bootspruefung24_big.png HTTP/1.1" 200 7633
92.106.228.44 - - [22/Jul/2019:10:12:55 +0200] "GET /var/m_0/0d/0dd/12455/125499-32_Smartkat.JPG HTTP/1.1" 200 60966
92.106.228.44 - - [22/Jul/2019:10:13:15 +0200] "GET /flotte.shtml HTTP/1.1" 200 6626
92.106.228.44 - - [22/Jul/2019:10:13:15 +0200] "GET /var/m_0/0d/0dd/12455/7441200-35_Finn4.jpg HTTP/1.1" 200 211101
92.106.228.44 - - [22/Jul/2019:10:13:16 +0200] "GET /templates/resellers/7/favicon.ico?v=1562937748 HTTP/1.1" 200 4286
92.106.228.44 - - [22/Jul/2019:10:13:32 +0200] "GET /var/m_0/0d/0dd/12455/125503-36_420er.jpg HTTP/1.1" 200 61172
92.106.228.44 - - [22/Jul/2019:10:13:35 +0200] "GET /var/m_0/0d/0dd/12455/126126-43_See.JPG HTTP/1.1" 200 86511
92.106.228.44 - - [22/Jul/2019:10:13:47 +0200] "GET /davosersee.shtml HTTP/1.1" 200 5856
92.106.228.44 - - [22/Jul/2019:10:13:52 +0200] "GET /templates/resellers/7/favicon.ico?v=1562937720 HTTP/1.1" 200 4286
185.104.11.61 - - [22/Jul/2019:10:16:06 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 1902
185.104.11.61 - - [22/Jul/2019:10:16:06 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1622
185.104.11.61 - - [22/Jul/2019:10:16:06 +0200] "GET / HTTP/1.1" 200 8214
185.104.11.61 - - [22/Jul/2019:10:16:06 +0200] "GET /css/widgets/concat_widget.min.css?v=7.1.44342 HTTP/1.1" 200 22418
185.104.11.61 - - [22/Jul/2019:10:16:06 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 959
185.104.11.61 - - [22/Jul/2019:10:16:06 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3291
185.104.11.61 - - [22/Jul/2019:10:16:06 +0200] "GET /js/bundles/front_bundle.min.js?v=7.1.44342 HTTP/1.1" 200 46180
185.104.11.61 - - [22/Jul/2019:10:16:06 +0200] "GET /var/m_0/0d/0dd/12455/9114323-G3_SKT2018_08.jpg HTTP/1.1" 200 194476
185.104.11.61 - - [22/Jul/2019:10:16:06 +0200] "GET /var/m_0/0d/0dd/12455/125495-15_Event.JPG HTTP/1.1" 200 59088
185.104.11.61 - - [22/Jul/2019:10:16:06 +0200] "GET /var/m_0/0d/0dd/12455/8883620-logo_homepage_bootspruefung24_big.png HTTP/1.1" 200 7633
185.104.11.61 - - [22/Jul/2019:10:16:07 +0200] "GET /var/m_0/0d/0dd/12455/9777011-Corsaire_Titel19_1-c20ad.jpg HTTP/1.1" 200 136419
185.104.11.61 - - [22/Jul/2019:10:16:07 +0200] "GET /var/m_0/0d/0dd/12455/7230972-19_Matchracing.jpg HTTP/1.1" 200 55347
185.104.11.61 - - [22/Jul/2019:10:16:07 +0200] "GET /var/m_0/0d/0dd/12455/8883665-sp_dk.jpg HTTP/1.1" 200 48853
185.104.11.61 - - [22/Jul/2019:10:16:07 +0200] "GET /var/m_0/0d/0dd/12455/8883683-sp_lemm.jpg HTTP/1.1" 200 18873
185.104.11.61 - - [22/Jul/2019:10:16:07 +0200] "GET /templates/resellers/7/favicon.ico?v=1562930454 HTTP/1.1" 200 4286
185.104.11.61 - - [22/Jul/2019:10:16:23 +0200] "GET / HTTP/1.1" 301 617
185.104.11.61 - - [22/Jul/2019:10:16:23 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 733
185.104.11.61 - - [22/Jul/2019:10:16:23 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 585
185.104.11.61 - - [22/Jul/2019:10:16:23 +0200] "GET /var/m_0/0d/0dd/12455/143351-Header_Segelschule.jpg HTTP/1.1" 200 107532
185.104.11.61 - - [22/Jul/2019:10:16:23 +0200] "GET /var/m_0/0d/0dd/12455/9114401-g6_SSL_Davos2017_16.jpg HTTP/1.1" 200 117505
185.104.11.61 - - [22/Jul/2019:10:16:23 +0200] "GET /var/m_0/0d/0dd/12455/125493-13_Kurse.JPG HTTP/1.1" 200 70517
185.104.11.61 - - [22/Jul/2019:10:16:23 +0200] "GET /var/m_0/0d/0dd/12455/125494-14_Vermietung.JPG HTTP/1.1" 200 95115
185.104.11.61 - - [22/Jul/2019:10:16:23 +0200] "GET /var/m_0/0d/0dd/12455/8883668-sp_heierling.jpg HTTP/1.1" 200 21582
185.104.11.61 - - [22/Jul/2019:10:16:23 +0200] "GET /var/m_0/0d/0dd/12455/8883686-sp_ewd.jpg HTTP/1.1" 200 53963
185.104.11.61 - - [22/Jul/2019:10:16:40 +0200] "GET /davosersee.shtml HTTP/1.1" 200 5856
185.104.11.61 - - [22/Jul/2019:10:16:40 +0200] "GET /var/m_0/0d/0dd/12455/126126-43_See.JPG HTTP/1.1" 200 86511
185.104.11.61 - - [22/Jul/2019:10:16:41 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
185.104.11.61 - - [22/Jul/2019:10:16:41 +0200] "GET /templates/resellers/7/favicon.ico?v=1562937720 HTTP/1.1" 200 4286
185.157.0.142 - - [22/Jul/2019:10:34:08 +0200] "GET /css/widgets/concat_widget.min.css?v=7.1.44342 HTTP/1.1" 200 22418
185.157.0.142 - - [22/Jul/2019:10:34:08 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1622
185.157.0.142 - - [22/Jul/2019:10:34:08 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 1902
185.157.0.142 - - [22/Jul/2019:10:34:08 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 585
185.157.0.142 - - [22/Jul/2019:10:34:08 +0200] "GET /var/m_0/0d/0dd/12455/7230972-19_Matchracing.jpg HTTP/1.1" 200 55347
185.157.0.142 - - [22/Jul/2019:10:34:08 +0200] "GET /var/m_0/0d/0dd/12455/9114323-G3_SKT2018_08.jpg HTTP/1.1" 200 194476
185.157.0.142 - - [22/Jul/2019:10:34:08 +0200] "GET /var/m_0/0d/0dd/12455/125494-14_Vermietung.JPG HTTP/1.1" 200 95115
185.157.0.142 - - [22/Jul/2019:10:34:08 +0200] "GET /var/m_0/0d/0dd/12455/8883668-sp_heierling.jpg HTTP/1.1" 200 21582
185.157.0.142 - - [22/Jul/2019:10:34:08 +0200] "GET /var/m_0/0d/0dd/12455/8883620-logo_homepage_bootspruefung24_big.png HTTP/1.1" 200 7633
185.157.0.142 - - [22/Jul/2019:10:34:09 +0200] "GET / HTTP/1.1" 200 6999
185.157.0.142 - - [22/Jul/2019:10:34:09 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3291
185.157.0.142 - - [22/Jul/2019:10:34:09 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 733
185.157.0.142 - - [22/Jul/2019:10:34:09 +0200] "GET /var/m_0/0d/0dd/12455/9777011-Corsaire_Titel19_1-c20ad.jpg HTTP/1.1" 200 136419
185.157.0.142 - - [22/Jul/2019:10:34:09 +0200] "GET /var/m_0/0d/0dd/12455/143351-Header_Segelschule.jpg HTTP/1.1" 200 107532
185.157.0.142 - - [22/Jul/2019:10:34:09 +0200] "GET /var/m_0/0d/0dd/12455/125495-15_Event.JPG HTTP/1.1" 200 59088
185.157.0.142 - - [22/Jul/2019:10:34:09 +0200] "GET /var/m_0/0d/0dd/12455/8883683-sp_lemm.jpg HTTP/1.1" 200 18873
185.157.0.142 - - [22/Jul/2019:10:34:09 +0200] "GET /templates/resellers/7/favicon.ico?v=1562930454 HTTP/1.1" 200 4286
66.249.66.158 - - [22/Jul/2019:10:34:19 +0200] "GET / HTTP/1.1" 200 6998
185.157.0.142 - - [22/Jul/2019:10:34:26 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 959
185.157.0.142 - - [22/Jul/2019:10:34:26 +0200] "GET /js/bundles/front_bundle.min.js?v=7.1.44342 HTTP/1.1" 200 46180
185.157.0.142 - - [22/Jul/2019:10:34:26 +0200] "GET /var/m_0/0d/0dd/12455/9114401-g6_SSL_Davos2017_16.jpg HTTP/1.1" 200 117505
185.157.0.142 - - [22/Jul/2019:10:34:26 +0200] "GET /var/m_0/0d/0dd/12455/125493-13_Kurse.JPG HTTP/1.1" 200 70517
185.157.0.142 - - [22/Jul/2019:10:34:26 +0200] "GET /var/m_0/0d/0dd/12455/8883665-sp_dk.jpg HTTP/1.1" 200 48853
185.157.0.142 - - [22/Jul/2019:10:34:26 +0200] "GET /var/m_0/0d/0dd/12455/8883686-sp_ewd.jpg HTTP/1.1" 200 53963
83.78.20.4 - - [22/Jul/2019:10:44:17 +0200] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 4700
83.78.20.4 - - [22/Jul/2019:10:44:19 +0200] "GET /apple-touch-icon.png HTTP/1.1" 404 4700
83.78.20.4 - - [22/Jul/2019:10:44:19 +0200] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 4700
83.78.20.4 - - [22/Jul/2019:10:44:20 +0200] "GET /templates/resellers/7/favicon.ico?v=1562937813 HTTP/1.1" 200 4286
83.78.20.4 - - [22/Jul/2019:10:44:20 +0200] "GET /segel-grundkurs.shtml HTTP/1.1" 200 6389
83.78.20.4 - - [22/Jul/2019:10:44:21 +0200] "GET /apple-touch-icon.png HTTP/1.1" 404 4699
83.78.20.4 - - [22/Jul/2019:10:44:22 +0200] "GET /templates/resellers/7/favicon.ico?v=1563004274 HTTP/1.1" 200 4286
46.229.168.154 - - [22/Jul/2019:10:44:24 +0200] "GET /galerie-gruppesmartkat HTTP/1.1" 200 5953
46.229.168.135 - - [22/Jul/2019:10:44:24 +0200] "GET /robots.txt HTTP/1.1" 200 120
83.78.20.4 - - [22/Jul/2019:10:44:33 +0200] "GET /segel-grundkurs.shtml HTTP/1.1" 301 617
83.78.20.4 - - [22/Jul/2019:10:44:33 +0200] "GET /segel-grundkurs.shtml HTTP/1.1" 200 6385
83.78.20.4 - - [22/Jul/2019:10:44:37 +0200] "GET /segel-grundkurs.shtml HTTP/1.1" 301 617
77.75.79.62 - - [22/Jul/2019:10:49:45 +0200] "GET /robots.txt HTTP/1.1" 200 120
77.75.79.62 - - [22/Jul/2019:10:49:46 +0200] "GET /galerie-sktrophy-2014.shtml HTTP/1.1" 200 6123
216.244.66.248 - - [22/Jul/2019:10:52:48 +0200] "GET /robots.txt HTTP/1.1" 301 617
216.244.66.248 - - [22/Jul/2019:10:53:06 +0200] "GET /robots.txt HTTP/1.1" 200 120
157.55.39.30 - - [22/Jul/2019:10:56:28 +0200] "GET /robots.txt HTTP/1.1" 200 120
157.55.39.30 - - [22/Jul/2019:10:56:28 +0200] "GET /robots.txt HTTP/1.1" 200 120
40.77.167.218 - - [22/Jul/2019:10:56:33 +0200] "GET /smartkat-trophy-2018-copy.shtml HTTP/1.1" 200 6199
40.77.167.218 - - [22/Jul/2019:10:56:42 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 710
207.46.13.143 - - [22/Jul/2019:10:56:48 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 2066
207.46.13.45 - - [22/Jul/2019:10:56:52 +0200] "GET /css/skeleton.css HTTP/1.1" 200 4100
207.46.13.45 - - [22/Jul/2019:10:56:53 +0200] "GET /js/bundles/front_bundle.min.js?v=7.1.44342 HTTP/1.1" 200 56629
157.55.39.95 - - [22/Jul/2019:10:56:58 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 1189
40.77.167.218 - - [22/Jul/2019:10:56:59 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 2144
207.46.13.45 - - [22/Jul/2019:10:57:09 +0200] "GET /css/widgets/concat_widget.min.css?v=7.1.44342 HTTP/1.1" 200 31197
17.58.100.83 - - [22/Jul/2019:11:02:13 +0200] "GET /robots.txt HTTP/1.1" 301 617
17.58.100.83 - - [22/Jul/2019:11:02:16 +0200] "GET /robots.txt HTTP/1.1" 200 120
17.58.103.18 - - [22/Jul/2019:11:02:17 +0200] "GET /segel-grundkurs.shtml HTTP/1.1" 301 617
17.58.103.18 - - [22/Jul/2019:11:02:19 +0200] "GET /segel-grundkurs.shtml HTTP/1.1" 200 6385
13.66.139.1 - - [22/Jul/2019:11:17:52 +0200] "GET /robots.txt HTTP/1.1" 200 120
13.66.139.1 - - [22/Jul/2019:11:18:08 +0200] "GET /robots.txt HTTP/1.1" 200 120
13.66.139.0 - - [22/Jul/2019:11:18:13 +0200] "GET /index.php HTTP/1.1" 302 0
113.138.140.171 - - [22/Jul/2019:11:23:31 +0200] "GET / HTTP/1.1" 301 617
113.138.140.171 - - [22/Jul/2019:11:23:33 +0200] "GET / HTTP/1.1" 200 8231
40.77.167.218 - - [22/Jul/2019:11:29:17 +0200] "GET /pruefungskurs HTTP/1.1" 200 6994
216.244.66.248 - - [22/Jul/2019:11:38:52 +0200] "GET /robots.txt HTTP/1.1" 301 617
216.244.66.248 - - [22/Jul/2019:11:39:10 +0200] "GET /robots.txt HTTP/1.1" 200 120
207.46.13.143 - - [22/Jul/2019:11:46:27 +0200] "GET /event-gruppesmartkat HTTP/1.1" 301 617
46.119.118.164 - - [22/Jul/2019:11:46:42 +0200] "GET / HTTP/1.1" 301 617
46.119.118.164 - - [22/Jul/2019:11:46:43 +0200] "GET / HTTP/1.1" 301 617
46.119.118.164 - - [22/Jul/2019:11:46:43 +0200] "GET / HTTP/1.1" 301 617
46.119.118.164 - - [22/Jul/2019:11:46:43 +0200] "GET / HTTP/1.1" 301 617
46.119.118.164 - - [22/Jul/2019:11:46:59 +0200] "GET / HTTP/1.1" 301 617
46.119.118.164 - - [22/Jul/2019:11:47:00 +0200] "GET / HTTP/1.1" 301 617
213.8.65.165 - - [22/Jul/2019:11:48:15 +0200] "GET /vermietung.shtml HTTP/1.1" 301 617
213.8.65.165 - - [22/Jul/2019:11:48:16 +0200] "GET /vermietung.shtml HTTP/1.1" 200 5429
213.8.65.165 - - [22/Jul/2019:11:48:33 +0200] "GET / HTTP/1.1" 200 7001
178.83.200.32 - - [22/Jul/2019:11:53:57 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 585
178.83.200.32 - - [22/Jul/2019:11:53:57 +0200] "GET /js/bundles/front_bundle.min.js?v=7.1.44342 HTTP/1.1" 200 46180
178.83.200.32 - - [22/Jul/2019:11:53:57 +0200] "GET /var/m_0/0d/0dd/12455/143351-Header_Segelschule.jpg HTTP/1.1" 200 107532
178.83.200.32 - - [22/Jul/2019:11:53:57 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1622
178.83.200.32 - - [22/Jul/2019:11:53:57 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 1902
178.83.200.32 - - [22/Jul/2019:11:53:57 +0200] "GET /var/m_0/0d/0dd/12455/8883665-sp_dk.jpg HTTP/1.1" 200 48853
178.83.200.32 - - [22/Jul/2019:11:53:57 +0200] "GET /var/m_0/0d/0dd/12455/125494-14_Vermietung.JPG HTTP/1.1" 200 95115
178.83.200.32 - - [22/Jul/2019:11:53:57 +0200] "GET /var/m_0/0d/0dd/12455/8883668-sp_heierling.jpg HTTP/1.1" 200 21582
178.83.200.32 - - [22/Jul/2019:11:53:57 +0200] "GET /var/m_0/0d/0dd/12455/125493-13_Kurse.JPG HTTP/1.1" 200 70517
178.83.200.32 - - [22/Jul/2019:11:53:57 +0200] "GET /var/m_0/0d/0dd/12455/8883620-logo_homepage_bootspruefung24_big.png HTTP/1.1" 200 7633
178.83.200.32 - - [22/Jul/2019:11:53:58 +0200] "GET / HTTP/1.1" 200 6999
178.83.200.32 - - [22/Jul/2019:11:53:58 +0200] "GET /css/widgets/concat_widget.min.css?v=7.1.44342 HTTP/1.1" 200 22418
178.83.200.32 - - [22/Jul/2019:11:53:58 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 733
178.83.200.32 - - [22/Jul/2019:11:53:58 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3291
178.83.200.32 - - [22/Jul/2019:11:53:58 +0200] "GET /var/m_0/0d/0dd/12455/7230972-19_Matchracing.jpg HTTP/1.1" 200 55347
178.83.200.32 - - [22/Jul/2019:11:53:58 +0200] "GET /var/m_0/0d/0dd/12455/125495-15_Event.JPG HTTP/1.1" 200 59088
178.83.200.32 - - [22/Jul/2019:11:53:58 +0200] "GET /var/m_0/0d/0dd/12455/8883683-sp_lemm.jpg HTTP/1.1" 200 18873
178.83.200.32 - - [22/Jul/2019:11:54:15 +0200] "GET /var/m_0/0d/0dd/12455/9777011-Corsaire_Titel19_1-c20ad.jpg HTTP/1.1" 200 136419
178.83.200.32 - - [22/Jul/2019:11:54:15 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 959
178.83.200.32 - - [22/Jul/2019:11:54:15 +0200] "GET /var/m_0/0d/0dd/12455/9114401-g6_SSL_Davos2017_16.jpg HTTP/1.1" 200 117505
178.83.200.32 - - [22/Jul/2019:11:54:15 +0200] "GET /var/m_0/0d/0dd/12455/9114323-G3_SKT2018_08.jpg HTTP/1.1" 200 194476
178.83.200.32 - - [22/Jul/2019:11:54:15 +0200] "GET /var/m_0/0d/0dd/12455/8883686-sp_ewd.jpg HTTP/1.1" 200 53963
