54.36.148.254 - - [06/Jul/2018:02:07:07 +0200] "GET /var/m_0/0d/0dd/12455/143521-G2_Optikurs2014_16.JPG HTTP/1.1" 200 81526
216.244.66.248 - - [06/Jul/2018:02:10:54 +0200] "GET /robots.txt HTTP/1.1" 301 324
216.244.66.248 - - [06/Jul/2018:02:10:55 +0200] "GET /robots.txt HTTP/1.1" 200 120
66.249.64.27 - - [06/Jul/2018:02:16:30 +0200] "GET /kinder-segelkurs HTTP/1.1" 301 330
66.249.64.14 - - [06/Jul/2018:02:16:31 +0200] "GET /kinder-segelkurs HTTP/1.1" 200 5141
216.244.66.248 - - [06/Jul/2018:02:33:59 +0200] "GET /robots.txt HTTP/1.1" 301 324
216.244.66.248 - - [06/Jul/2018:02:34:00 +0200] "GET /robots.txt HTTP/1.1" 200 120
54.36.149.91 - - [06/Jul/2018:02:45:19 +0200] "GET /galerie-sktrophy-2014-2.shtml HTTP/1.1" 200 18238
216.244.66.248 - - [06/Jul/2018:02:56:52 +0200] "GET /robots.txt HTTP/1.1" 301 324
216.244.66.248 - - [06/Jul/2018:02:56:54 +0200] "GET /robots.txt HTTP/1.1" 200 120
