216.244.66.248 - - [13/Aug/2018:22:05:04 +0200] "GET /robots.txt HTTP/1.1" 301 324
216.244.66.248 - - [13/Aug/2018:22:05:06 +0200] "GET /robots.txt HTTP/1.1" 200 120
46.229.168.84 - - [13/Aug/2018:22:17:16 +0200] "GET /robots.txt HTTP/1.1" 301 324
46.229.168.72 - - [13/Aug/2018:22:17:21 +0200] "GET /robots.txt HTTP/1.1" 200 80
46.229.168.80 - - [13/Aug/2018:22:24:36 +0200] "GET /event-matchracing.shtml HTTP/1.1" 301 337
109.102.111.66 - - [13/Aug/2018:22:24:36 +0200] "GET / HTTP/1.1" 301 314
109.102.111.66 - - [13/Aug/2018:22:24:37 +0200] "GET /https://https://www.davossail.ch/https:/https://www.davossail.ch/https:/https:/www.davossail.ch/https:/www.davossail.ch HTTP/1.1" 301 430
109.102.111.66 - - [13/Aug/2018:22:24:37 +0200] "GET /https://https://www.davossail.ch/https:/www.davossail.ch HTTP/1.1" 301 368
109.102.111.66 - - [13/Aug/2018:22:24:37 +0200] "GET /https://www.davossail.ch HTTP/1.1" 301 337
216.244.66.248 - - [13/Aug/2018:22:27:25 +0200] "GET /robots.txt HTTP/1.1" 301 324
216.244.66.248 - - [13/Aug/2018:22:27:27 +0200] "GET /robots.txt HTTP/1.1" 200 120
54.36.148.88 - - [13/Aug/2018:22:28:16 +0200] "GET /var/m_0/0d/0dd/12455/6564722-G3_SKT2015_49.jpg HTTP/1.1" 301 352
46.229.168.77 - - [13/Aug/2018:22:34:36 +0200] "GET /event-matchracing.shtml HTTP/1.1" 200 31381
213.221.218.217 - - [13/Aug/2018:22:42:34 +0200] "GET /davosersee HTTP/1.1" 200 31310
213.221.218.217 - - [13/Aug/2018:22:42:34 +0200] "GET /davosersee HTTP/1.1" 301 316
213.221.218.217 - - [13/Aug/2018:22:42:35 +0200] "GET /var/m_0/0d/0dd/12455/126126-43_See.JPG HTTP/1.1" 200 86511
213.221.218.217 - - [13/Aug/2018:22:42:35 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 2085
213.221.218.217 - - [13/Aug/2018:22:42:35 +0200] "GET /templates/resellers/7/favicon.ico?v=1533548512 HTTP/1.1" 200 4286
213.221.218.217 - - [13/Aug/2018:22:42:35 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3511
213.221.218.217 - - [13/Aug/2018:22:42:35 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
213.221.218.217 - - [13/Aug/2018:22:42:35 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 662
213.221.218.217 - - [13/Aug/2018:22:42:35 +0200] "GET /js/bundles/front_bundle.min.js?v=6.9.1.43355 HTTP/1.1" 200 48314
213.221.218.217 - - [13/Aug/2018:22:42:35 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 1089
