54.36.148.68 - - [07/Jul/2018:00:13:25 +0200] "GET /var/m_0/0d/0dd/12455/143515-G2_Optikurs2014_10.jpg HTTP/1.1" 200 143970
40.77.167.82 - - [07/Jul/2018:00:15:03 +0200] "GET /kursanmeldung HTTP/1.1" 301 319
216.244.66.248 - - [07/Jul/2018:00:17:54 +0200] "GET /robots.txt HTTP/1.1" 301 324
216.244.66.248 - - [07/Jul/2018:00:17:55 +0200] "GET /robots.txt HTTP/1.1" 200 120
176.8.89.165 - - [07/Jul/2018:00:32:57 +0200] "GET / HTTP/1.1" 301 314
176.8.89.165 - - [07/Jul/2018:00:32:59 +0200] "GET / HTTP/1.1" 301 314
216.244.66.248 - - [07/Jul/2018:00:49:10 +0200] "GET /robots.txt HTTP/1.1" 301 324
216.244.66.248 - - [07/Jul/2018:00:49:11 +0200] "GET /robots.txt HTTP/1.1" 200 120
54.36.148.182 - - [07/Jul/2018:00:53:22 +0200] "GET /var/m_0/0d/0dd/12455/6564716-G3_SKT2015_44.jpg HTTP/1.1" 200 99680
