178.137.92.135 - - [30/May/2018:15:17:11 +0200] "GET / HTTP/1.1" 200 34604
178.137.92.135 - - [30/May/2018:15:17:12 +0200] "GET / HTTP/1.1" 200 34604
216.244.66.248 - - [30/May/2018:15:18:38 +0200] "GET /robots.txt HTTP/1.1" 200 120
220.181.108.185 - - [30/May/2018:15:20:39 +0200] "GET /templates/resellers/7/favicon.ico?v=1493214029 HTTP/1.1" 200 4286
93.140.111.212 - - [30/May/2018:15:27:29 +0200] "GET / HTTP/1.1" 200 6293
93.140.111.212 - - [30/May/2018:15:27:29 +0200] "GET / HTTP/1.1" 200 6293
93.140.111.212 - - [30/May/2018:15:27:30 +0200] "GET / HTTP/1.1" 200 6293
93.140.111.212 - - [30/May/2018:15:27:38 +0200] "GET /css/widgets/concat_widget.min.css?v=6.9.42201 HTTP/1.1" 200 23051
93.140.111.212 - - [30/May/2018:15:27:39 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 200 847
93.140.111.212 - - [30/May/2018:15:27:42 +0200] "GET /js/footer/build_social_entries.min.js?v=6.9.42201 HTTP/1.1" 200 278
93.140.111.212 - - [30/May/2018:15:27:38 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 200 1797
93.140.111.212 - - [30/May/2018:15:27:38 +0200] "GET /js/footer/get_deps.min.js?v=6.9.42201 HTTP/1.1" 200 157
93.140.111.212 - - [30/May/2018:15:27:46 +0200] "GET /js/functions_stripped.js?v=6.9.42201 HTTP/1.1" 200 3186
93.140.111.212 - - [30/May/2018:15:27:46 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 200 2085
93.140.111.212 - - [30/May/2018:15:27:46 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/slide.js?v=1519138530 HTTP/1.1" 200 662
93.140.111.212 - - [30/May/2018:15:27:43 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 1089
93.140.111.212 - - [30/May/2018:15:27:47 +0200] "GET /var/m_0/0d/0dd/12455/143351-Header_Segelschule.jpg HTTP/1.1" 200 107532
93.140.111.212 - - [30/May/2018:15:27:46 +0200] "GET /js/jquery.lazyload.min.js?v=6.9.42201 HTTP/1.1" 200 1283
93.140.111.212 - - [30/May/2018:15:27:48 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_l_bottom.png HTTP/1.1" 200 1751
93.140.111.212 - - [30/May/2018:15:27:48 +0200] "GET /css/skeleton.css HTTP/1.1" 200 3511
93.140.111.212 - - [30/May/2018:15:27:48 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_b_bottom.png HTTP/1.1" 200 962
93.140.111.212 - - [30/May/2018:15:27:49 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/bt_open.png HTTP/1.1" 200 2044
93.140.111.212 - - [30/May/2018:15:27:49 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_r_bottom.png HTTP/1.1" 200 1803
93.140.111.212 - - [30/May/2018:15:27:48 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_m_bottom.png HTTP/1.1" 200 1000
93.140.111.212 - - [30/May/2018:15:27:50 +0200] "GET /var/m_0/0d/0dd/12455/8254793-J70_Davos.w640.jpg HTTP/1.1" 200 77993
93.140.111.212 - - [30/May/2018:15:27:50 +0200] "GET /var/m_0/0d/0dd/12455/7230972-19_Matchracing.jpg HTTP/1.1" 200 55347
93.140.111.212 - - [30/May/2018:15:27:50 +0200] "GET /var/m_0/0d/0dd/12455/125493-13_Kurse.JPG HTTP/1.1" 200 70517
93.140.111.212 - - [30/May/2018:15:27:50 +0200] "GET /var/m_0/0d/0dd/12455/125491-11_Winterschlaf.jpg HTTP/1.1" 200 61429
93.140.111.212 - - [30/May/2018:15:27:51 +0200] "GET /var/m_0/0d/0dd/12455/125494-14_Vermietung.JPG HTTP/1.1" 200 95115
93.140.111.212 - - [30/May/2018:15:27:51 +0200] "GET /var/m_0/0d/0dd/12455/125495-15_Event.JPG HTTP/1.1" 200 59088
93.140.111.212 - - [30/May/2018:15:27:54 +0200] "GET /templates/resellers/7/favicon.ico?v=1525072192 HTTP/1.1" 200 4286
93.140.111.212 - - [30/May/2018:15:27:57 +0200] "GET /var/m_0/0d/0dd/12455/8883665-sp_dk.jpg HTTP/1.1" 200 48853
93.140.111.212 - - [30/May/2018:15:27:57 +0200] "GET /var/m_0/0d/0dd/12455/8883668-sp_heierling.jpg HTTP/1.1" 200 21582
93.140.111.212 - - [30/May/2018:15:27:58 +0200] "GET /var/m_0/0d/0dd/12455/8883683-sp_lemm.jpg HTTP/1.1" 200 18873
93.140.111.212 - - [30/May/2018:15:27:59 +0200] "GET /var/m_0/0d/0dd/12455/8883686-sp_ewd.jpg HTTP/1.1" 200 53963
93.140.111.212 - - [30/May/2018:15:28:01 +0200] "GET /var/m_0/0d/0dd/12455/8883620-logo_homepage_bootspruefung24_big.png HTTP/1.1" 200 7633
93.140.111.212 - - [30/May/2018:15:28:02 +0200] "GET /kurse HTTP/1.1" 200 6258
93.140.111.212 - - [30/May/2018:15:28:02 +0200] "GET /var/m_0/0d/0dd/12455/125486-2_Sportkurs.JPG HTTP/1.1" 200 69000
93.140.111.212 - - [30/May/2018:15:28:02 +0200] "GET /var/m_0/0d/0dd/12455/125485-1_Kinderkurs.JPG HTTP/1.1" 200 64975
93.140.111.212 - - [30/May/2018:15:28:02 +0200] "GET /var/m_0/0d/0dd/12455/8010562-7_Plauschsegeln.JPG HTTP/1.1" 200 189182
93.140.111.212 - - [30/May/2018:15:28:02 +0200] "GET /var/m_0/0d/0dd/12455/143352-Header_Segelschule_2.jpg HTTP/1.1" 200 107532
93.140.111.212 - - [30/May/2018:15:28:03 +0200] "GET /var/m_0/0d/0dd/12455/125487-3_SKCrashkurs.JPG HTTP/1.1" 200 80503
93.140.111.212 - - [30/May/2018:15:28:03 +0200] "GET /var/m_0/0d/0dd/12455/125488-4_Grundkurs.JPG HTTP/1.1" 200 77496
93.140.111.212 - - [30/May/2018:15:28:03 +0200] "GET /var/m_0/0d/0dd/12455/125503-36_420er.jpg HTTP/1.1" 200 61172
93.140.111.212 - - [30/May/2018:15:28:03 +0200] "GET /var/m_0/0d/0dd/12455/125489-5_Pr%C3%BCfungskurs.JPG HTTP/1.1" 200 53669
93.140.111.212 - - [30/May/2018:15:28:04 +0200] "GET /var/m_0/0d/0dd/12455/126374-6_Schnupperkurs.JPG HTTP/1.1" 200 53584
93.140.111.212 - - [30/May/2018:15:28:04 +0200] "GET /templates/resellers/7/favicon.ico?v=1526560232 HTTP/1.1" 200 4286
93.140.111.212 - - [30/May/2018:15:28:38 +0200] "GET /vermietung.shtml HTTP/1.1" 200 5076
93.140.111.212 - - [30/May/2018:15:28:40 +0200] "GET /js/functions_stripped.js?v=6.9.0.3.42946 HTTP/1.1" 200 3186
93.140.111.212 - - [30/May/2018:15:28:40 +0200] "GET /var/m_0/0d/0dd/12455/125501-34_Laser.jpg HTTP/1.1" 200 52750
93.140.111.212 - - [30/May/2018:15:28:40 +0200] "GET /css/widgets/concat_widget.min.css?v=6.9.0.3.42946 HTTP/1.1" 200 23051
93.140.111.212 - - [30/May/2018:15:28:40 +0200] "GET /var/m_0/0d/0dd/12455/125500-33_Opti.jpg HTTP/1.1" 200 104538
93.140.111.212 - - [30/May/2018:15:28:40 +0200] "GET /js/footer/get_deps.min.js?v=6.9.0.3.42946 HTTP/1.1" 200 157
93.140.111.212 - - [30/May/2018:15:28:40 +0200] "GET /var/m_0/0d/0dd/12455/7441141-37_Pedalo.jpg HTTP/1.1" 200 195132
93.140.111.212 - - [30/May/2018:15:28:40 +0200] "GET /js/jquery.lazyload.min.js?v=6.9.0.3.42946 HTTP/1.1" 200 1283
93.140.111.212 - - [30/May/2018:15:28:40 +0200] "GET /js/footer/build_social_entries.min.js?v=6.9.0.3.42946 HTTP/1.1" 200 278
93.140.111.212 - - [30/May/2018:15:28:40 +0200] "GET /var/m_0/0d/0dd/12455/125499-32_Smartkat.JPG HTTP/1.1" 200 60966
93.140.111.212 - - [30/May/2018:15:28:42 +0200] "GET /var/m_0/0d/0dd/12455/125498-31_Sprinto.JPG HTTP/1.1" 200 60889
93.140.111.212 - - [30/May/2018:15:28:44 +0200] "GET /templates/resellers/7/favicon.ico?v=1527686919 HTTP/1.1" 200 4286
216.244.66.248 - - [30/May/2018:15:42:11 +0200] "GET /robots.txt HTTP/1.1" 200 120
178.137.92.135 - - [30/May/2018:15:43:08 +0200] "GET / HTTP/1.1" 200 34604
178.137.92.135 - - [30/May/2018:15:43:09 +0200] "GET / HTTP/1.1" 200 34604
