40.77.167.181 - - [04/Aug/2018:20:07:01 +0200] "GET /segel-grundkurs.shtml HTTP/1.1" 301 327
216.244.66.248 - - [04/Aug/2018:20:08:33 +0200] "GET /robots.txt HTTP/1.1" 301 324
216.244.66.248 - - [04/Aug/2018:20:08:34 +0200] "GET /robots.txt HTTP/1.1" 200 120
83.11.55.252 - - [04/Aug/2018:20:18:40 +0200] "GET /var/m_0/0d/0dd/12455/126126-43_See.JPG HTTP/1.1" 200 86511
216.244.66.248 - - [04/Aug/2018:20:30:52 +0200] "GET /robots.txt HTTP/1.1" 301 324
216.244.66.248 - - [04/Aug/2018:20:30:54 +0200] "GET /robots.txt HTTP/1.1" 200 120
54.36.148.116 - - [04/Aug/2018:20:45:11 +0200] "GET /var/m_0/0d/0dd/12455/6564706-G3_SKT2015_35.jpg HTTP/1.1" 200 92136
216.244.66.248 - - [04/Aug/2018:20:53:11 +0200] "GET /robots.txt HTTP/1.1" 301 324
216.244.66.248 - - [04/Aug/2018:20:53:13 +0200] "GET /robots.txt HTTP/1.1" 200 120
